1,cpu1_STLB,0,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,1,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,2,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,3,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,4,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,5,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,6,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,7,3,1,1,1,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,8,3,1,1,1,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,9,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,10,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,11,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,12,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,13,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,14,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,15,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,16,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,17,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,18,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,19,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,20,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,21,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,22,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,23,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,24,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,25,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,26,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,27,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,28,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,29,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,30,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,31,2,1,1,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,32,1,1,0,0,0,0,0,0,0,0,0,0,0,
1,cpu1_STLB,33,1,1,0,0,0,0,0,0,0,0,0,0,0,
