0,cpu0_L1D,0,685,46,73,77,53,
0,cpu0_L1D,1,682,489,50,57,64,
0,cpu0_L1D,2,684,506,82,52,55,
0,cpu0_L1D,3,3109556322983,513,50,44,75,
0,cpu0_L1D,4,679,491,51,60,60,
0,cpu0_L1D,5,679,519,57,61,72,
0,cpu0_L1D,6,679,506,65,48,48,
0,cpu0_L1D,7,679,492,50,59,59,
0,cpu0_L1D,8,679,520,56,67,70,
0,cpu0_L1D,9,679,493,61,51,47,
0,cpu0_L1D,10,680,514,57,53,73,
0,cpu0_L1D,11,679,493,60,80,67,
0,cpu0_L1D,12,679,472,67,50,45,
0,cpu0_L1D,13,679,519,57,68,53,
0,cpu0_L1D,14,679,499,54,77,66,
0,cpu0_L1D,15,693,481,45,79,73,
0,cpu0_L1D,16,679,512,55,54,56,
0,cpu0_L1D,17,679,509,55,74,42,
0,cpu0_L1D,18,686,505,52,51,77,
0,cpu0_L1D,19,695,445,63,110,75,
0,cpu0_L1D,20,678,504,65,51,64,
0,cpu0_L1D,21,677,505,58,53,58,
0,cpu0_L1D,22,677,519,58,43,47,
0,cpu0_L1D,23,679,454,71,86,71,
0,cpu0_L1D,24,677,468,78,54,98,
0,cpu0_L1D,25,672,458,63,84,64,
0,cpu0_L1D,26,668,477,55,53,60,
0,cpu0_L1D,27,665,505,62,53,59,
0,cpu0_L1D,28,659,517,54,39,65,
0,cpu0_L1D,29,659,474,57,49,67,
0,cpu0_L1D,30,659,497,64,52,65,
0,cpu0_L1D,31,660,483,69,46,46,
0,cpu0_L1D,32,659,481,57,53,60,
0,cpu0_L1D,33,659,499,71,47,65,
0,cpu0_L1D,34,660,471,60,44,68,
0,cpu0_L1D,35,658,471,60,70,71,
0,cpu0_L1D,36,658,478,76,66,47,
0,cpu0_L1D,37,658,462,48,51,56,
0,cpu0_L1D,38,658,525,56,62,42,
0,cpu0_L1D,39,658,490,68,72,53,
0,cpu0_L1D,40,658,449,59,56,55,
0,cpu0_L1D,41,658,513,48,55,44,
0,cpu0_L1D,42,658,498,61,63,42,
0,cpu0_L1D,43,658,482,56,59,46,
0,cpu0_L1D,44,666,508,66,54,46,
0,cpu0_L1D,45,667,498,53,65,56,
0,cpu0_L1D,46,667,493,47,58,56,
0,cpu0_L1D,47,667,503,69,57,45,
0,cpu0_L1D,48,667,496,56,61,56,
0,cpu0_L1D,49,667,508,61,45,67,
0,cpu0_L1D,50,669,475,77,65,52,
0,cpu0_L1D,51,667,491,51,55,49,
0,cpu0_L1D,52,673,459,68,67,79,
0,cpu0_L1D,53,673,462,85,80,62,
0,cpu0_L1D,54,673,437,64,72,86,
0,cpu0_L1D,55,676,486,84,57,60,
0,cpu0_L1D,56,676,470,95,52,74,
0,cpu0_L1D,57,697,465,64,83,68,
0,cpu0_L1D,58,667,480,67,68,64,
0,cpu0_L1D,59,673,435,91,75,56,
0,cpu0_L1D,60,667,493,58,55,67,
0,cpu0_L1D,61,677,490,59,75,67,
0,cpu0_L1D,62,674,444,66,69,63,
0,cpu0_L1D,63,668,517,58,65,62,
0,cpu0_L1D,64,375945,77987,42115,193943,61589,
0,cpu0_L1D,65,419118,94522,153088,8781,162731,
0,cpu0_L1D,66,564485,46089,178132,10537,329814,
0,cpu0_L1D,67,240936,147846,15810,8781,68425,
0,cpu0_L1D,68,37300,18776,1757,6349,10411,
0,cpu0_L1D,69,45906,9773,12293,7808,15947,
0,cpu0_L1D,70,40346,14642,15805,6770,3214,
0,cpu0_L1D,71,22856,4346,28,14006,4494,
0,cpu0_L1D,72,24940,13041,1,10203,1784,
0,cpu0_L1D,73,27008,13529,217,6399,6844,
0,cpu0_L1D,74,57827,20909,22750,5431,8642,
0,cpu0_L1D,75,43725,8693,14265,12618,8242,
0,cpu0_L1D,76,47272,21951,14265,5184,5797,
0,cpu0_L1D,77,42953,9031,3927,14265,15744,
0,cpu0_L1D,78,35813,8238,5859,15594,6167,
0,cpu0_L1D,79,99888,15227,14265,6295,64060,
0,cpu0_L1D,80,94511,6320,14683,14265,59331,
0,cpu0_L1D,81,90714,23530,14646,10977,41292,
0,cpu0_L1D,82,107738,38989,1,44059,24834,
0,cpu0_L1D,83,17540,8099,1,3660,5884,
0,cpu0_L1D,84,107663,36071,39332,5865,26242,
0,cpu0_L1D,85,68812,12594,27839,1,28279,
0,cpu0_L1D,86,90130,24531,8377,34091,23093,
0,cpu0_L1D,87,130763,12317,39324,29963,49249,
0,cpu0_L1D,88,98814,27960,28662,5142,37118,
0,cpu0_L1D,89,105129,32611,41863,109,30538,
0,cpu0_L1D,90,69875,15940,18725,16571,18714,
0,cpu0_L1D,91,81737,32201,1737,17461,30392,
0,cpu0_L1D,92,413685,89354,255460,61680,7108,
0,cpu0_L1D,93,327086,64795,215592,1904,44891,
0,cpu0_L1D,94,285878,183807,63627,38330,98,
0,cpu0_L1D,95,276778,71620,68614,72142,64341,
0,cpu0_L1D,96,36805,16037,6871,8614,5313,
0,cpu0_L1D,97,32690,6610,12514,10317,3213,
0,cpu0_L1D,98,582367,109850,371004,13013,88587,
0,cpu0_L1D,99,2463574,783115,659802,966540,54118,
0,cpu0_L1D,100,3177049,612985,2141751,6921,415388,
0,cpu0_L1D,101,4452319,1912839,918558,1333256,287635,
0,cpu0_L1D,102,4796078,2058440,988823,1439206,309555,
0,cpu0_L1D,103,164227,68965,5838,11395,78044,
0,cpu0_L1D,104,114284,51186,1,41850,21211,
0,cpu0_L1D,105,626307,286774,18470,304707,16462,
0,cpu0_L1D,106,1112748,659383,1,331135,122154,
0,cpu0_L1D,107,1608983,299258,1,621274,688494,
0,cpu0_L1D,108,2116940,678920,43353,871439,523253,
0,cpu0_L1D,109,442892,305288,115765,18914,2899,
0,cpu0_L1D,110,625415,432797,12091,164819,15745,
0,cpu0_L1D,111,1205903,328525,3806,803320,70241,
0,cpu0_L1D,112,1656605,261987,461403,881720,51402,
0,cpu0_L1D,113,2173140,880960,688406,602732,1075,
0,cpu0_L1D,114,917195,297332,235181,20160,364393,
0,cpu0_L1D,115,289503,19573,99807,49006,121260,
0,cpu0_L1D,116,879749,378229,34807,399499,67238,
0,cpu0_L1D,117,883562,31093,206425,404981,241066,
0,cpu0_L1D,118,1167390,122072,337356,538419,169522,
0,cpu0_L1D,119,1204891,141816,462425,576886,23742,
0,cpu0_L1D,120,57024,21598,14156,9715,11542,
0,cpu0_L1D,121,88921,52309,14814,18563,3323,
0,cpu0_L1D,122,242591,8429,44845,71567,117716,
0,cpu0_L1D,123,366056,7698,71569,104419,182345,
0,cpu0_L1D,124,479553,155437,127796,180733,15573,
0,cpu0_L1D,125,552215,26258,147218,247003,131745,
0,cpu0_L1D,126,95324,14918,32956,26909,20555,
0,cpu0_L1D,127,195096,73643,12911,35731,72748,
