1,cpu1_L1D,57,736,524,74,70,48,
1,cpu1_L1D,58,736,545,62,54,50,
1,cpu1_L1D,59,736,583,57,64,56,
1,cpu1_L1D,60,736,546,63,86,53,
1,cpu1_L1D,61,736,539,50,57,54,
1,cpu1_L1D,62,736,581,56,57,55,
1,cpu1_L1D,63,736,574,66,77,60,
1,cpu1_L1D,64,334028,6238,284901,91,42626,
1,cpu1_L1D,65,410846,360586,111,50073,85,
1,cpu1_L1D,66,553907,62201,330346,155273,6172,
1,cpu1_L1D,67,230227,139371,97,64912,25762,
1,cpu1_L1D,68,35387,19322,6813,1050,8218,
1,cpu1_L1D,69,33493,19242,5755,886,7666,
1,cpu1_L1D,70,24446,14571,3531,488,5781,
1,cpu1_L1D,71,22628,13963,3090,449,5164,
1,cpu1_L1D,72,24845,19484,4501,805,108,
1,cpu1_L1D,73,26667,20187,5396,944,90,
1,cpu1_L1D,74,52118,39450,102,10805,1754,
1,cpu1_L1D,75,29422,24725,4031,596,111,
1,cpu1_L1D,76,32884,12076,10745,5951,4048,
1,cpu1_L1D,77,28406,10532,2392,5138,10352,
1,cpu1_L1D,78,21437,16208,91,766,4404,
1,cpu1_L1D,79,85284,27947,26354,11410,19506,
1,cpu1_L1D,80,79796,47351,90,12833,19577,
1,cpu1_L1D,81,86616,53571,11158,21762,111,
1,cpu1_L1D,82,107070,53646,1,26407,26874,
1,cpu1_L1D,83,17553,4592,7465,3686,1846,
1,cpu1_L1D,84,106557,9142,51068,7982,38386,
1,cpu1_L1D,85,68502,14224,21948,1,32264,
1,cpu1_L1D,86,89819,23489,19699,21410,25140,
1,cpu1_L1D,87,130519,31323,45677,7574,45893,
1,cpu1_L1D,88,93643,27147,14162,17301,35221,
1,cpu1_L1D,89,104944,44093,24236,12381,24266,
1,cpu1_L1D,90,69824,36143,6832,11009,15848,
1,cpu1_L1D,91,81419,43796,4025,3263,30433,
1,cpu1_L1D,92,410319,139728,13913,97054,159518,
1,cpu1_L1D,93,326620,324614,1004,992,84,
1,cpu1_L1D,94,285522,203655,23386,52539,5979,
1,cpu1_L1D,95,275015,37225,126451,59240,51993,
1,cpu1_L1D,96,36734,12897,12478,2078,9330,
1,cpu1_L1D,97,32564,10492,10823,5806,5428,
1,cpu1_L1D,98,582352,441174,136972,85,4156,
1,cpu1_L1D,99,2463283,778725,574086,1093322,17156,
1,cpu1_L1D,100,3177454,1160591,714348,2262,1300285,
1,cpu1_L1D,101,4452702,2340559,349042,619806,1143215,
1,cpu1_L1D,102,4794700,2520472,374794,665415,1233963,
1,cpu1_L1D,103,164206,46653,11838,64659,41095,
1,cpu1_L1D,104,114194,29270,36502,41255,7170,
1,cpu1_L1D,105,626073,170526,203860,232784,18937,
1,cpu1_L1D,106,1113333,405215,265275,440797,2068,
1,cpu1_L1D,107,1609745,1012923,119534,175610,301686,
1,cpu1_L1D,108,2115518,844384,515758,591942,163379,
1,cpu1_L1D,109,440969,150521,67458,109431,113596,
1,cpu1_L1D,110,625141,356232,8688,148092,112159,
1,cpu1_L1D,111,1207761,536027,482090,65878,123701,
1,cpu1_L1D,112,1657251,1009413,257453,96683,293664,
1,cpu1_L1D,113,2172070,1351448,247120,572170,1382,
1,cpu1_L1D,114,919086,341308,354800,202501,20389,
1,cpu1_L1D,115,289018,2005,195962,71779,19327,
1,cpu1_L1D,116,878907,150168,326832,156509,245366,
1,cpu1_L1D,117,883207,151416,304024,254495,173287,
1,cpu1_L1D,118,1166369,163230,313831,209700,479595,
1,cpu1_L1D,119,1204367,197434,374249,296542,336170,
1,cpu1_L1D,120,56978,52459,321,3890,240,
1,cpu1_L1D,121,89027,35181,26190,2704,25100,
1,cpu1_L1D,122,242722,16562,112384,32956,80827,
1,cpu1_L1D,123,366186,61164,118663,49866,136361,
1,cpu1_L1D,124,479518,122376,223895,78889,54380,
1,cpu1_L1D,125,552526,26490,273282,151155,101684,
1,cpu1_L1D,126,95222,14831,39715,25113,15510,
1,cpu1_L1D,127,195109,57813,67301,12911,57028,
